1629.242938	1633.746822	1657.750353	1656.652542	283.991556	280.523274	277.555590	277.912718
1394.207087	1397.017165	1422.296235	1418.693798	292.024860	293.265406	293.504879	292.892182
978.164687	984.284751	999.644302	1000.334350	138.198678	138.492479	137.915580	137.943497
1260.603681	1265.521111	1279.765139	1278.869583	164.757997	164.243761	161.463663	162.273177
1177.799128	1179.855028	1193.827594	1192.427801	163.578190	163.183694	161.797094	162.533083
1136.227166	1142.122681	1155.508197	1154.962709	131.302273	131.314838	129.670192	129.618905
1258.422870	1262.991324	1277.008155	1277.196512	133.421967	132.864349	130.175597	130.777406
1319.169545	1320.211448	1332.633861	1333.300085	134.619449	135.509081	132.902820	132.807957
1251.881042	1255.142188	1266.929479	1268.058646	143.273230	143.086413	141.798037	141.557654
1152.933471	1154.936414	1168.845010	1172.435531	156.057455	156.060430	156.660586	156.004824
1226.619569	1233.616648	1248.514239	1248.844286	151.550944	151.564057	149.666082	149.490311
1148.622962	1154.860622	1166.723201	1168.058491	126.605206	126.681434	126.005928	125.126264
1105.070903	1108.786288	1123.254181	1124.339799	130.573562	131.841626	131.764956	131.644031
1160.270126	1161.886637	1174.158817	1174.552711	120.592629	120.945903	120.461731	120.332770
1126.446340	1128.309405	1142.368396	1140.927505	189.989992	189.874370	189.085957	189.683189
919.792468	926.486378	948.459135	949.944712	271.928008	273.002748	276.378621	275.584277
922.013778	928.163752	946.582406	945.560148	261.400433	262.399702	265.831987	264.091695
1057.133589	1062.904779	1079.040112	1080.245204	199.263790	199.749256	199.476382	199.660536
1006.800463	1014.844676	1032.069676	1032.465972	146.872526	147.060398	148.523317	147.486810
1038.592330	1047.267992	1068.411458	1068.859375	278.137660	277.117523	277.843614	277.265451
993.479403	997.200994	1016.232244	1018.235440	256.619813	256.315028	257.691207	256.858812
1067.219933	1069.756518	1092.828427	1089.573171	222.216262	223.299878	221.911435	223.649564
1074.275471	1077.651911	1094.101152	1095.509603	106.668685	106.861790	108.017691	108.571962
1249.895708	1254.169624	1270.286502	1271.594462	133.857061	134.897305	132.646047	131.794861
1001.180260	1008.475565	1025.560808	1024.801795	132.738080	132.171321	133.567705	134.441004
1100.664605	1105.676536	1123.670570	1121.808661	162.706503	163.416888	160.490658	160.739989
1276.080163	1281.321558	1292.053744	1292.657307	145.379411	144.857216	143.717340	143.591615
